id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,MORTGAGE30US
7203000640,2014-09-18,215000.0,4,1.0,1130,7400,1.0,0,0,4,7,1130,0,1969,0,98003,47.3437,-122.316,1540,7379,4.23
2171400197,2014-09-18,350000.0,5,3.0,2520,5500,1.0,0,0,3,8,1550,970,2004,0,98178,47.4938,-122.255,1700,8000,4.23
2525000510,2014-11-06,328000.0,3,1.75,1470,7650,1.0,0,0,3,7,1130,340,1983,0,98059,47.4818,-122.161,1590,7500,4.02
1742800060,2014-06-12,501000.0,3,1.75,1970,7972,1.0,0,3,5,8,1370,600,1976,0,98055,47.4908,-122.225,2460,9796,4.2
2619950350,2014-05-08,403000.0,3,2.75,2090,8354,2.0,0,0,3,8,2090,0,2012,0,98019,47.7336,-121.965,2280,6348,4.21
6613000140,2014-11-13,1300000.0,3,3.25,3400,5979,2.0,0,0,4,9,2290,1110,1937,0,98105,47.6585,-122.273,3090,6435,4.01
293720140,2014-06-05,449950.0,3,2.5,2170,4912,2.0,0,0,3,7,2170,0,2003,0,98028,47.7767,-122.239,2010,4395,4.14
3432500200,2015-04-09,329999.0,3,1.0,1150,6908,1.0,0,0,3,6,800,350,1952,0,98155,47.7447,-122.313,1150,6908,3.66
8682300890,2014-08-28,699800.0,2,2.5,2380,6600,1.0,0,0,3,8,2380,0,2010,0,98053,47.717,-122.02,1870,6600,4.1
6979900390,2014-05-29,565000.0,4,2.5,2440,22594,2.0,0,0,3,8,2440,0,1996,0,98053,47.6333,-121.97,2560,33341,4.12
6379500159,2014-09-11,400000.0,3,2.25,1190,1149,2.0,0,0,3,8,1050,140,2008,0,98116,47.5818,-122.387,1210,1316,4.12
5104450990,2014-06-19,429900.0,4,2.5,2640,8625,2.0,0,0,3,8,2640,0,1987,0,98058,47.4598,-122.15,2240,8700,4.17
3343901234,2014-11-13,341500.0,3,1.5,1130,7223,1.0,0,0,4,7,1130,0,1961,0,98056,47.5089,-122.189,1320,7356,4.01
226039214,2014-06-12,465250.0,5,2.0,1940,7642,1.5,0,0,3,7,1940,0,1957,0,98177,47.7751,-122.38,1940,8724,4.2
3814400125,2014-10-16,493000.0,4,2.0,1910,2874,1.0,0,0,3,7,1060,850,1910,0,98122,47.6101,-122.295,1520,2874,3.97
7300400060,2014-05-15,370000.0,4,2.5,2710,5880,2.0,0,0,3,9,2710,0,1998,0,98092,47.3314,-122.172,2520,6000,4.2
1954700695,2014-06-12,2250000.0,5,4.25,4860,9453,1.5,0,1,5,10,3100,1760,1905,0,98112,47.6196,-122.286,3150,8557,4.2
3191000240,2014-06-12,400000.0,3,1.75,1590,8219,1.5,0,0,5,6,970,620,1938,0,98034,47.7146,-122.217,2030,7504,4.2
2423069155,2014-11-20,460000.0,4,2.0,2090,40419,1.0,0,0,4,7,2090,0,1984,0,98027,47.4691,-121.993,2380,63162,3.99
1446800511,2014-10-09,249950.0,4,1.0,1330,7980,1.5,0,0,3,6,1330,0,1952,0,98168,47.492,-122.333,1570,8588,4.12
7940700260,2015-01-15,422120.0,3,2.5,1630,4534,2.0,0,0,3,8,1630,0,1987,0,98034,47.7148,-122.205,1380,4779,3.66
6067900060,2014-06-05,565000.0,3,2.75,2390,9966,1.0,0,0,5,8,1360,1030,1977,0,98006,47.5433,-122.185,2140,10713,4.14
259600260,2015-01-22,345000.0,3,1.0,1250,7210,1.0,0,0,4,7,1250,0,1964,0,98008,47.6329,-122.121,1530,8800,3.63
7234600903,2014-10-16,419000.0,2,2.25,1180,1253,2.0,0,0,3,8,840,340,2008,0,98122,47.6124,-122.309,1310,1963,3.97
5014600240,2014-08-14,682000.0,5,2.75,2760,5000,2.0,0,0,3,9,2760,0,2005,0,98059,47.539,-122.188,2870,5030,4.12
726049190,2014-10-02,287500.0,3,1.0,1810,7200,1.0,0,0,4,7,1130,680,1954,0,98133,47.7493,-122.351,1810,8100,4.19
1610000016,2014-09-11,175000.0,4,1.0,1300,6030,1.5,0,0,3,6,1300,0,1947,0,98168,47.4778,-122.286,1240,6900,4.12
7376300060,2014-05-15,465750.0,3,1.5,1260,10350,1.0,0,0,3,7,1260,0,1959,0,98008,47.6357,-122.123,1800,10350,4.2
7300200550,2015-03-19,659000.0,4,2.25,2610,24931,2.0,0,0,3,8,2610,0,1983,0,98075,47.5771,-122.05,2550,18306,3.78
8856890200,2014-06-26,350000.0,3,2.25,1780,16290,2.0,0,0,4,8,1780,0,1987,0,98058,47.4622,-122.127,1780,8810,4.14
4037200075,2014-09-11,662500.0,6,2.25,2450,25600,1.0,0,2,3,7,1340,1110,1957,0,98008,47.6061,-122.117,1850,10230,4.12
5066400483,2014-11-20,249900.0,3,1.75,1380,14000,1.0,0,0,4,5,1380,0,1939,1957,98001,47.294,-122.281,1490,18503,3.99
9510900270,2014-12-11,254000.0,3,2.0,2070,9000,1.0,0,0,4,7,1450,620,1969,0,98023,47.3085,-122.376,1630,7885,3.93
5637500070,2014-07-31,438000.0,3,2.5,1520,1304,2.0,0,0,3,8,1180,340,2006,0,98136,47.5446,-122.385,1270,1718,4.12
1865820370,2014-11-13,166600.0,3,1.75,1150,8690,1.0,0,0,4,7,1150,0,1977,0,98042,47.3729,-122.115,1330,7040,4.01
8665050060,2014-07-31,457500.0,3,2.5,1500,4445,2.0,0,0,3,8,1500,0,1996,0,98029,47.5682,-122.005,1730,4408,4.12
3327020400,2015-04-23,289999.0,5,2.5,2180,8240,1.0,0,0,4,8,1220,960,1977,0,98092,47.3122,-122.191,2050,7590,3.65
6665800060,2015-03-05,795000.0,3,2.0,2920,13650,1.0,0,2,5,8,1460,1460,1975,0,98033,47.6652,-122.188,2920,10988,3.75
6306400140,2014-06-12,1095000.0,0,0.0,3064,4764,3.5,0,2,3,7,3064,0,1990,0,98102,47.6362,-122.322,2360,4000,4.2
3826000070,2014-05-15,185000.0,3,1.0,1150,8100,1.0,0,0,3,6,1150,0,1932,0,98168,47.494,-122.307,1120,8100,4.2
2349300060,2015-02-12,200000.0,4,2.0,1920,4822,1.0,0,0,2,6,920,1000,1914,0,98136,47.5507,-122.381,1120,4822,3.69
8566100200,2014-05-08,980000.0,5,2.5,3160,11470,1.0,0,0,4,9,1780,1380,1971,0,98040,47.5368,-122.216,3260,11470,4.21
9406520830,2015-03-26,314950.0,3,2.25,1654,8479,2.0,0,0,3,7,1654,0,1995,0,98038,47.3627,-122.037,1654,8479,3.69
1596600024,2014-10-16,550000.0,5,2.75,2160,5720,1.0,0,0,5,7,1500,660,1950,0,98144,47.5728,-122.304,2160,4996,3.97
6623400135,2014-05-22,324000.0,3,2.5,1750,7208,2.0,0,0,3,8,1750,0,1994,0,98055,47.4315,-122.192,2050,7524,4.14
2768301525,2014-10-23,570000.0,3,3.25,1570,1777,2.0,0,0,3,8,1260,310,2007,0,98107,47.6655,-122.369,1000,1777,3.92
4302200695,2014-08-28,270000.0,2,1.0,1000,10320,1.0,0,0,3,6,1000,0,1943,0,98106,47.527,-122.356,1100,5160,4.1
8730000270,2015-05-14,359000.0,2,2.75,1370,1140,2.0,0,0,3,8,1080,290,2009,0,98133,47.7052,-122.343,1370,1090,3.85
8663280160,2015-03-05,545000.0,5,2.5,2520,7863,1.0,0,0,3,7,1500,1020,1981,0,98034,47.7096,-122.199,2030,8580,3.75
8594400370,2015-02-05,299900.0,3,2.25,1560,35026,1.0,0,0,3,7,1290,270,1985,0,98092,47.3023,-122.069,1660,35160,3.59
2301400640,2014-07-17,891000.0,4,2.0,2330,5000,1.5,0,0,5,7,1720,610,1925,0,98117,47.6804,-122.358,2090,5000,4.13
7714000070,2015-02-05,378000.0,4,2.5,2790,4650,2.0,0,0,3,8,2790,0,2004,0,98038,47.3556,-122.026,2820,4650,3.59
3332000135,2014-06-12,315000.0,2,1.0,970,5665,1.0,0,0,4,6,970,0,1908,0,98118,47.5513,-122.273,1490,4429,4.2
8712100575,2014-08-28,915000.0,5,2.5,2750,5589,1.5,0,0,5,9,1840,910,1910,0,98112,47.6364,-122.3,1460,4250,4.1
